x,y,z,vector_magnitude
-0.00691334,0.0153264,-0.00914842,0.0191412
-0.00802923,0.0182333,-0.00638551,0.0209212
0.0107582,-0.00175605,0.0542567,0.0553409
0.00553031,0.00802748,-0.086023,0.0865735
0.00495408,0.00714839,0.03837,0.0393434
0.00154641,0.00181765,0.013574,0.0137822
0.0064343,0.00449123,-0.0569543,0.0574923
0.0115791,-0.00432258,0.0453582,0.047012
0.00627197,-0.00514257,-0.019875,0.0214662
0.0111024,-0.00232145,-0.0189297,0.0220678
0.00671376,-0.00668415,0.0236577,0.0254841
0.00324897,0.00171409,-0.030741,0.0309597
0.0106627,-0.00238893,0.0095579,0.0145174
0.00562957,0.000295393,-0.00344312,0.00660563
0.00573434,-0.000653133,-0.00570136,0.00811263
0.00315868,0.00106746,0.00143862,0.0036313
0.00223451,0.00361365,-0.00947219,0.0103814
0.000853151,0.00565994,-0.0024389,0.00622182
-0.000489948,0.00972295,-0.00155437,0.0098586
-0.00165111,0.00958308,-0.0029583,0.0101643
-0.00112224,0.00896749,0.0051437,0.0103987
-0.00324446,0.0108193,-0.00594908,0.0127662
-0.00318215,0.00927587,0.00480962,0.0109225
-0.00451977,0.00968221,-0.00561184,0.0120692
-0.00471084,0.00766906,0.00403243,0.0098624
-0.00693387,0.00379138,-0.00754935,0.0109291
6.28848e-05,-0.00135631,0.000416756,0.00142029
0.00518265,-0.00829097,-0.00448138,0.0107556
0.0108977,-0.0125634,-0.00782311,0.0183793
0.0137698,-0.015234,-0.00344384,0.0208217
0.0113665,-0.0127715,-0.00951648,0.0195671
0.00957352,-0.0128618,0.000401676,0.0160387
0.0104306,-0.0116663,-0.00919664,0.0181515
0.0105261,-0.00856208,-0.00115561,0.0136177
0.0107856,-0.00573979,-0.00884682,0.0150845
0.00482401,-0.000459712,-0.00316954,0.00579037
-0.00128086,0.00478292,-0.00344527,0.00603215
-0.000930035,0.00732091,-0.00254548,0.00780641
0.00130503,0.00822268,0.00545108,0.00995137
0.000334729,0.00887918,-0.00391757,0.00971078
-0.00279622,0.011348,-0.000377178,0.0116935
-0.00520072,0.0135732,-0.00806785,0.0166244
-0.0112014,0.0154767,-0.00483298,0.0197068
-0.0106411,0.0164866,0.000827909,0.0196399
-0.00984261,0.0153331,-0.0041768,0.0186929
-0.00473575,0.0132526,0.00262928,0.0143169
-0.00174464,0.00925473,-0.00115424,0.00948821
-0.000505239,0.0059496,-0.00792867,0.00992556
0.00330925,0.00160373,-0.00136667,0.00392312
0.00675559,-0.00393235,-0.00518125,0.00937799
0.00819768,-0.00571936,-0.00653929,0.0119447
0.00957461,-0.00677657,-0.00295377,0.0120963
0.0131787,-0.00772919,-0.00835544,0.0174135
0.0150227,-0.00969606,-0.00434285,0.0183999
0.0132929,-0.00821809,-0.0059914,0.0167373
0.0109243,-0.0042749,-0.00660253,0.0134614
0.00238666,0.000920527,-0.00200826,0.00325218
-0.0154102,0.00952405,-0.00416088,0.0185875
-0.0255095,0.0121032,0.00917482,0.0296884
-0.023941,0.0145834,-0.00164539,0.0280812
-0.0185422,0.0137976,-0.0214239,0.0315146
-0.0118597,0.0151178,0.0220178,0.029223
-0.00454151,0.0119195,-0.0209531,0.0245302
0.00877651,0.0109898,-0.0014835,0.0141422
0.00557307,0.0112172,0.0107846,0.0165285
0.00102105,0.0120213,-0.0106696,0.0161057
0.00317965,0.0155899,-0.00250614,0.016107
0.00114708,0.0155007,0.00120181,0.0155895
-0.00102272,0.0156109,-0.00825197,0.0176873
-0.0181146,0.015921,-0.0149027,0.0283497
-0.00115879,0.0100846,-0.00718552,0.0124368
-0.000542783,0.0107963,0.00205684,0.0110039
-0.00817195,0.00860009,-0.00607979,0.0133306
0.000907403,0.0069689,-0.00400627,0.00808945
0.00351117,0.00439594,0.00465983,0.00730525
0.00165231,0.00637926,-0.00322974,0.00733868
0.00168868,0.00434212,0.00269079,0.00538015
0.000854165,0.00512347,0.00224966,0.00566043
0.000430933,0.00687905,0.00457311,0.00827166
0.00567999,0.0082307,0.00924826,0.0136212
-0.000781076,0.00696237,-0.00339979,0.00778738
-0.019137,0.00423415,-0.0230414,0.0302499
-0.0127497,0.00902389,-0.00634879,0.016861
-0.00276498,0.00518695,-0.000855625,0.00593984
-0.00759436,0.00735393,-0.00618178,0.0122462
-0.00683281,0.00707445,-0.00145322,0.00994219
-0.00276902,0.0060789,-0.00665772,0.0094311
-0.000831158,0.00873349,-0.00166857,0.00893022
-0.00102692,0.00909325,-0.00246227,0.00947653
0.000782416,0.0100218,-0.001486,0.0101616
0.00087722,0.0104562,-0.00153208,0.0106042
-0.000157925,0.0099281,-0.00167024,0.0100689
0.00030947,0.0093509,-0.000525475,0.00937077
0.000368655,0.00752569,-0.00116593,0.00762439
0.000131136,0.0052885,-0.00491863,0.00722346
0.000442311,0.00241396,-0.00304115,0.00390787
0.000146263,0.000836439,-0.000783145,0.00115514
0.000387929,0.000132281,-0.00585049,0.00586483
-0.000660071,1.09673e-05,-0.00266242,0.00274305
-0.00113545,0.000390422,-0.00359321,0.00378851
0.00265451,-0.00469812,0.00597531,0.00805128
0.0124033,-0.0250625,0.0128442,0.0307725
0.052264,-0.0392901,-0.04229,0.0778696
0.0684248,-0.0363059,-0.00649011,0.0777316
0.0415659,-0.0436319,0.0365863,0.0704984
0.00930092,-0.0314069,-0.0653901,0.0731352
0.0157611,-0.0308401,0.0251718,0.0428152
0.0136956,-0.0195761,-0.021569,0.0321872
0.00626058,-0.00563987,0.00518161,0.00989202
-0.00110966,-0.00371045,0.0079447,0.00883839
-0.00984281,-0.000452612,0.0137005,0.0168757
-0.0244118,-0.00233958,-0.0232887,0.0338197
-0.0294191,0.00676403,-0.00511545,0.0306171
-0.0103697,0.0106264,0.0194049,0.0244336
0.00058496,0.0146969,-0.0363064,0.0391727
0.00673188,0.0150653,0.0147971,0.0221638
0.00485723,0.00919906,-0.0033164,0.0109185
0.0112374,0.00749652,-0.00561947,0.0146306
0.00928281,0.00709569,0.000682235,0.0117041
0.0100789,0.00658106,0.00338322,0.0125037
0.0153055,0.00610328,-0.00729775,0.0180212
0.0258506,0.00213771,-0.00288785,0.0260991
0.0340747,-0.006204,-0.000950456,0.0346479
0.0268102,-0.0117817,-0.00401711,0.0295589
0.0141629,-0.0158216,-0.00253749,0.0213857
0.00681832,-0.0171624,-0.00194204,0.018569
0.00294648,-0.0158975,-0.00473523,0.0168474
0.00216692,-0.011735,-0.0115707,0.0166219
0.00685716,-0.0116608,0.00524497,0.0145087
0.00511328,-0.0159405,-0.00862581,0.0188322
0.00408479,-0.0195366,-0.0079397,0.0214803
0.00239153,-0.0179325,-0.00633824,0.0191694
0.00122027,-0.0131462,-0.00298131,0.0135352
0.00405881,-0.0089353,0.00268054,0.0101734
0.00336198,-0.00637387,-0.00250816,0.00763021
0.00249589,-0.00580475,-0.0013023,0.00645141
0.00385462,-0.00658707,-0.00647455,0.0100084
0.00496176,-0.00738687,0.00121719,0.00898145
0.00144272,-0.00725904,-0.003497,0.0081856
0.00335091,-0.00747061,-0.00976765,0.0127454
0.00730473,-0.00614134,-0.00219917,0.00979344
0.00967891,-0.00536411,-0.00667012,0.0129207
0.0128666,-0.00546835,-0.00802821,0.0161215
0.0237803,-0.00709965,-0.005252,0.0253671
0.0328164,-0.00639224,-0.0037111,0.0336385
0.0324028,-0.00468886,0.00043875,0.0327432
0.0187112,-0.000521068,-0.00796866,0.020344
0.0138816,0.00126574,0.00350642,0.0143735
0.00646101,0.00227492,-0.00119305,0.00695293
0.00323572,0.00393955,-0.00769234,0.00922833
0.00327726,0.00020165,0.00193673,0.00381209
0.000187702,-0.00340751,-0.00773787,0.00845701
-0.00090719,-0.00590517,-0.00398302,0.00718042
-0.00393706,-0.0130522,0.0142354,0.0197106
-0.00634662,-0.0106469,-0.0402558,0.0421209
-0.00519378,-0.0066569,0.0163393,0.0183919
-0.00847576,-0.00419038,-0.00589365,0.0111415
-0.00790448,-0.0012368,-0.0169091,0.0187064
-0.00543353,-0.00011139,0.00739861,0.00918014
-0.00505033,0.00123444,-0.00665492,0.00844497
-0.00101634,0.00349532,-0.00418347,0.00554542
0.000315964,0.0065013,-0.00586224,0.00875971
0.00602082,0.00890629,0.0043776,0.0116076
0.00973525,0.00918125,-0.0121326,0.018063
0.0214924,0.0093024,0.00330949,0.0236519
0.025626,0.0052094,0.000944376,0.0261672
0.0202877,0.00318699,-0.00923342,0.0225168
0.0102808,0.00509898,0.00304997,0.0118742
0.0044076,0.00497824,-0.00160372,0.00683972
0.00161066,0.00549667,-0.00676072,0.00886086
-0.00013548,0.00488026,0.0125697,0.0134846
0.005987,0.0018428,0.0372968,0.0378192
-0.0237501,0.00245476,-0.0641369,0.0684371
-0.000727755,-0.00994257,0.0748145,0.0754758
-0.00945124,-0.0104356,0.000859916,0.0141055
-0.0254196,0.00751303,-0.108865,0.112046
0.00114634,-0.00531699,0.043754,0.0440908
-0.00326093,-0.00482085,-0.00701207,0.00911282
0.00684309,-0.00835557,0.00914007,0.0141487
0.0390086,-0.0176925,0.112456,0.120338
-0.00231686,0.0171309,-0.177507,0.178347
-0.00778955,-0.00440447,-0.020448,0.0223203
-0.0238028,-0.0010036,-0.0840023,0.0873153
-0.0156196,0.00179603,-0.101588,0.102797
0.0795516,-0.0144303,0.212707,0.227554
0.0348711,-0.00871157,0.0671867,0.0761966
-0.018165,-0.00266384,-0.114079,0.115547
0.0237143,-0.00398082,0.0267612,0.0359775
0.017768,-0.00579609,0.0140045,0.0233542
0.00443248,-0.0040152,-0.0226173,0.0233947
0.00944473,-0.00701544,0.00770217,0.0140621
0.00452043,-0.00721515,0.000499904,0.00852892
0.00502082,-0.00432356,-0.0117827,0.0135179
0.00270698,-0.00230711,0.007842,0.0086109
0.00145458,-0.00142131,-0.0119173,0.0120896
0.00172482,0.000395715,-0.0134875,0.0136031
0.00348072,-0.000103395,0.00940233,0.0100265
0.00187062,0.00156642,-0.00677222,0.00719832
0.00480532,-0.00167537,0.00154412,0.00531811
0.001617,-0.000992976,-0.0126471,0.0127887
0.00218801,-0.00442638,-0.00188839,0.00528642
0.00320498,-0.00676138,-0.00852603,0.0113438
0.00246023,-0.0075941,-0.000178277,0.00798467
0.00133373,-0.00716983,-0.00281709,0.00781801
0.00299288,-0.00656333,-0.0092721,0.0117476
-0.00170725,-0.00572531,-0.0100591,0.0116996
-0.0146766,-0.0104682,-0.0202671,0.0271245
0.00315868,-0.00227787,-0.0376176,0.0378186
0.00420348,-0.00386791,-0.0309167,0.03144
0.00641997,-0.00256512,0.00776649,0.0103978
-0.00355096,0.00798222,-0.0354229,0.0364844
-0.00794573,0.00811538,-0.0441397,0.0455775
0.0032859,0.00807377,0.00660515,0.0109367
0.0122154,0.0105995,0.0332597,0.0369835
-0.000192752,0.00629388,-0.0155185,0.0167473
-0.0102486,0.00340492,-0.0210059,0.0236194
0.00313734,0.0218927,-0.0316825,0.0386383
0.00263473,0.027133,-0.00899673,0.0287068
0.0274298,-0.00257337,0.095665,0.0995531
0.0133979,-0.00820951,0.033685,0.0371696
-0.00878374,0.0197801,-0.0789805,0.0818922
-0.00419401,0.0237864,-0.0728891,0.0767868
0.0066256,-0.00589226,-0.00546277,0.0104144
0.0250274,-0.0163999,0.0219211,0.0370926
0.039198,-0.0180304,0.066956,0.0796536
0.00972595,-0.0643829,0.20752,0.217495
0.00263363,-0.0167972,-0.000749648,0.017019
-0.0336073,0.00463087,-0.0733067,0.0807761
0.00639185,-0.00206437,0.0286011,0.0293793
0.0190526,-0.00253958,0.00960708,0.0214883
0.0579384,-0.00531491,0.0356062,0.0682122
0.0552934,0.00537043,-0.000267982,0.0555543
-0.0340364,0.00391294,-0.0254926,0.0427044
-0.0697785,-0.000756383,-0.0385336,0.0797148
-0.00381575,0.0150892,-0.0462756,0.0488229
-0.0109135,0.0328827,0.00891352,0.0357746
-0.0444746,0.0603674,0.0225843,0.0783088
-0.00830254,0.0194926,-0.0356714,0.0414891
0.051311,-0.0793484,-0.0191013,0.0964046
0.029982,-0.0234646,0.000699997,0.0380788
-0.00608863,-0.00220189,-0.0275683,0.0283184
0.0133237,-0.00823456,-0.00470257,0.0163537
0.01134,-0.0119915,0.0106133,0.0196223
0.0116749,-0.0111305,0.00453568,0.016756
0.000552095,-0.0124608,-0.0239321,0.0269875
-0.00645823,-0.0175375,-0.0211229,0.0282037
-0.00896057,-0.0175043,-0.00699252,0.0208708
-0.0147906,-0.0145656,-0.00329822,0.021019
-0.00712767,-0.00648206,0.0214161,0.0234834
-0.00277777,-0.0048149,0.0256581,0.0262534
-0.0125481,-0.00379639,0.0174647,0.0218376
-0.0043291,0.00452255,-0.000241339,0.00626521
0.00345681,-0.0121795,-0.0375177,0.0395963
0.0166707,-0.0245587,-0.0159055,0.0336753
0.0456364,0.0216124,-0.0356059,0.0617864
0.0715142,0.0716111,-0.000723302,0.101207
-0.00132117,-0.00152519,-0.00971204,0.00991945
-0.00387334,-0.00735566,-0.0183818,0.0201742
-0.000945315,-0.00291581,-0.0108156,0.0112416
0.00312575,-0.00460706,0.00183094,0.00586068
-0.000491621,-0.00442763,-0.00653529,0.00790921
-0.00201979,-0.00224582,-0.00928688,0.00976573
0.00209265,-0.00146666,0.0027945,0.00378676
0.00347808,-0.0016631,0.00557029,0.0067743
0.00363407,0.000501104,0.00744933,0.00830362
0.00604366,0.00137238,0.00455296,0.00769017
0.00491263,-0.00243775,-0.00285941,0.00618489
0.0050866,-0.000106648,0.00471395,0.00693587
0.00338672,-0.00279121,-0.0181743,0.0186967
0.00304986,-0.0033733,-0.00715518,0.00847805
0.00678469,-0.00350031,0.0145475,0.0164291
0.00896416,-0.0014136,0.002469,0.00940481
0.00472571,0.00159497,-0.0031085,0.00587699
0.00733045,-0.00227989,0.00251222,0.00807741
0.00193925,0.00346246,-0.0237291,0.0240587
0.00769478,0.000596199,0.00116152,0.00780475
0.00927048,0.00151407,0.00261539,0.00975062
0.00848422,0.00206694,0.000667095,0.00875781
0.00819789,-0.00100062,-0.00554001,0.00994477
0.00522614,-0.00129006,-0.00309563,0.00620965
0.0072581,-0.00266729,-0.00289452,0.00825668
0.00597815,-0.00212987,-0.00777531,0.0100364
0.00548425,-0.00566399,-0.00507212,0.00937465
0.00856712,-0.00659307,0.00515485,0.0119765
0.00401532,-0.00565185,-0.00537199,0.00877066
0.00137647,-0.00661503,-0.0193481,0.020494
0.00219473,-0.00526634,0.00263965,0.00628641
0.00193537,-0.0070078,-0.00262612,0.0077299
-0.00333153,-0.00363433,-0.026235,0.0266942
0.00163922,-0.00390054,8.41618e-05,0.00423183
0.0019943,-0.00435192,5.01275e-05,0.00478737
0.000760375,-0.00300969,-0.0138987,0.0142411
0.00736424,-0.00465164,0.0115968,0.0145036
0.00688732,-0.00533351,-0.00831741,0.0120441
0.0120049,-0.00613382,0.00543028,0.0145337
0.00946929,-0.0053751,-0.00351143,0.0114407
0.00941607,-0.00358993,-0.00355673,0.0106865
0.00838144,-0.00413469,-0.00357223,0.0100052
0.00698297,-0.00347209,-0.00487095,0.00919475
0.00774753,-0.00472745,-0.00806201,0.0121396
0.0088627,-0.00488425,-0.00398856,0.0108771
0.00752686,-0.0029509,0.00390071,0.00897646
0.00575337,-0.00202685,-0.00163782,0.006316
0.00610658,-0.00170299,4.071e-05,0.00633973
0.00640719,-0.0014951,-0.00542206,0.00852561
0.00372262,-0.00173977,-0.00305706,0.00512156
0.00660639,-0.00213666,-0.00108713,0.00702791
0.00386224,-0.00100956,-0.0061366,0.00732079
0.00431824,-0.00103728,-0.0061059,0.00755018
0.00310185,-0.00013056,-0.00442827,0.00540815
0.00457809,6.95586e-05,-0.00226206,0.00510692
0.00423547,0.00126682,-0.00240052,0.00503056
0.00526096,-0.00116304,0.000376165,0.0054011
0.00642192,-0.00153984,0.002864,0.00719824
0.00536397,-0.00243323,-0.00273508,0.00649411
0.0043035,-0.00397474,-0.00189531,0.00615718
0.0051052,-0.00500096,-0.00410706,0.00824261
0.00443901,-0.00566417,-0.00231993,0.00756107
0.00196505,-0.00553441,-0.0079813,0.0099092
0.00166835,-0.00490486,-0.00776982,0.00933869
0.00212131,-0.00524456,-0.0099408,0.0114379
0.00281721,-0.00370945,-0.00759542,0.00890994
0.00315728,-0.00360974,-0.00325114,0.00579384
0.00571738,-0.00182753,-0.00342274,0.00690966
0.00731498,-0.00441583,0.00304461,0.00907073
0.00965874,-0.0023571,-0.00115401,0.0100089
0.0103564,-0.00385595,-0.001293,0.0111264
0.0112448,-0.00226602,-0.00135416,0.0115505
0.0122888,-0.00183978,0.00250638,0.012676
0.0118652,-0.00357375,-0.00271213,0.012685
0.0126752,-0.00348109,0.00142443,0.0132215
0.0110209,-0.00536179,-0.00136679,0.012332
0.0102182,-0.00385702,-0.00400615,0.0116335
0.00756223,-0.00493615,-0.00788176,0.0119865
0.00377084,-0.00712493,-0.002617,0.00847541
0.00391684,-0.00588329,-0.00882787,0.0113087
-0.000425078,-0.000967611,-0.00741208,0.00748704
-0.00196478,0.000985961,-0.0118269,0.0120295
-0.00200289,0.00252607,-0.00386691,0.00503444
-0.00267069,0.00334829,-0.00582588,0.0072308
-0.00166394,0.00177919,-0.00722033,0.00762019
0.00149854,0.00168072,-0.00191748,0.00295756
-0.0116988,-0.00760001,-0.00821203,0.0161883
-0.0303147,-0.0223169,0.00116396,0.0376614
0.0120417,0.00691193,-0.00278091,0.0141602
0.0300451,0.0168068,-0.0039624,0.0346537
0.012918,0.0103991,-0.00509626,0.0173491
0.00506387,-0.000915397,0.0190573,0.0197399
0.00489062,0.00518503,-0.00381732,0.00808546
0.000678383,0.00670367,-0.00386184,0.00776616
0.00349159,0.00280548,0.0100242,0.0109794
-1.26734e-05,0.00553077,-0.00397879,0.00681325
0.00389764,0.00185599,0.0150065,0.0156151
0.00255765,-0.00023495,-0.00761932,0.00804057
0.00565161,-0.00434268,-0.005588,0.00905678
0.0057929,-0.00505564,-0.015673,0.0174574
0.00948344,-0.00776028,0.001082,0.0123016
0.00758743,-0.00603897,-0.00462288,0.0107429
0.00631903,-0.00744626,-0.00312603,0.0102542
0.0053829,-0.00549142,-0.00457436,0.00894741
0.0044476,-0.00459081,-0.00500107,0.00811587
0.00364517,-0.00479382,-0.00261945,0.0065673
0.00453302,-0.00324384,-0.00260377,0.00615226
0.00490635,-0.00335922,-0.00501454,0.00777831
0.00897129,-0.00322302,-6.89626e-05,0.00953292
0.0119969,-0.000953086,0.00304765,0.0124146
0.0118145,-0.00147944,0.00801355,0.0143523
0.0136013,0.00381187,0.00251126,0.0143469
0.00992455,0.00125229,-0.00271618,0.0103655
0.0101072,-0.00383329,-0.00322884,0.0112816
0.0116121,-0.00495422,0.0071553,0.0145115
0.0121091,-0.00538443,0.0109184,0.0171708
0.00987046,-0.00586098,-0.00134152,0.0115575
0.00513561,-0.00517895,-0.0183656,0.0197608
0.00758954,-0.0060344,-0.0091446,0.0133281
0.00707894,-0.00818523,-0.00286895,0.0111955
0.00251075,-0.00888012,-0.00597847,0.0109956
0.000317131,-0.00802436,-0.016476,0.0183289
0.000947335,-0.00737833,-0.00843596,0.0112473
0.00127469,-0.00745179,-0.00559884,0.0094075
0.000330461,-0.00614763,-0.0079661,0.0100678
0.00038238,-0.00439753,-0.00494742,0.00663035
0.00166576,-0.0026313,-0.00354612,0.00471948
0.000384478,-0.0025267,-0.00632513,0.00682197
-0.00129193,-0.00347939,-0.000986755,0.00384043
-0.000680045,-0.0025914,-0.00971907,0.0100816
0.00201478,-0.00650366,-0.00775677,0.0103211
0.000723612,-0.00940269,-0.00797558,0.0123509
0.00462977,-0.00907987,-0.00389165,0.0109098
